bd892711-0140-48e5-ab8c-1c2c26fd79d1|https://www.nissan.co.th/en/vehicles/new-vehicles/kicks-epower.html|VERIFIED|html-extraction|Nissan Kicks e-POWER starting from 789,900 THB - modelPrice JSON in HTML
534162d3-b306-47ec-a111-8afa64d55f1b|https://www.nissan.co.th/en/vehicles/new-vehicles/xtrail-epower.html|VERIFIED|html-extraction|Nissan X-Trail e-POWER starting from 1,350,000 THB
db07844e-1b2e-41be-ad1c-d2f6865158c5|https://www.nissan.co.th/en/vehicles/new-vehicles/new-terra.html|VERIFIED|html-extraction|Nissan Terra starting from 1,199,000 THB
094269de-4003-419f-998c-b19284f84a20|https://www.nissan.co.th/en/vehicles/new-vehicles/navara.html|VERIFIED|html-extraction|Nissan Navara starting from 559,500 THB
a4fd285f-9d01-4867-b906-be48069b02d3|https://www.nissan.co.th/en/vehicles/new-vehicles/serena.html|VERIFIED|html-extraction|Nissan Serena starting from 1,469,000 THB
5513c6b0-562e-4662-9ea7-ae94647e7953|https://www.mgcars.com/th/mg-s5-ev-plus|VERIFIED|hermes-agent|Price verified against official MG Thailand website on 2026-09-17. MG S5 EV PLUS listed at 749,900 THB on mgcars.com/th/mg-s5-ev-plus.
f2ebc461-f1ae-4a5e-a2af-1495bb759c35|https://www.nissan.co.th/en/vehicles/new-vehicles/march.html|VERIFIED|html-extraction|Nissan March: E 420,000 / EL 530,000 / V 637,000 THB
c5ae34bf-ef51-47f2-b814-a92527772a3f|https://www.nissan.co.th/en/vehicles/new-vehicles/livina.html|VERIFIED|html-extraction|Nissan Livina: E 667,000 / V 758,000 / VL 765,000 THB
f60e28de-e42e-4f7d-bf15-33a29b955e4f|https://www.nissan.co.th/en/vehicles/new-vehicles/serena.html|VERIFIED|html-extraction|Nissan Serena: V 1,339,000 / VL 1,469,000 / Highway Star 1,690,000 THB
30eca107-19ff-46ea-afa5-23ab6462e83a|https://www.nissan.co.th/en/vehicles/new-vehicles/leaf.html|VERIFIED|html-extraction|Nissan Leaf: EV 1,590,000 THB
a7caf4d9-b731-4687-84d3-f555d9009b1b|https://www.honda.co.th/accordehev|VERIFIED|hermes-agent|Official price from Honda Thailand: 1,479,000 THB
6b056df5-e405-49f0-8ab2-dc353e90fd2a|https://www.honda.co.th/civictyper|VERIFIED|hermes-agent|Official price from Honda Thailand: 3,990,000 THB
1dcb0b3a-7f1d-45d0-a04c-111e3278f304|https://www.nissan.co.th/en/vehicles/almera|VERIFIED|hermes-agent|Official price from Nissan Thailand: 573,000 THB
44bd9e55-164c-4cd7-8d0e-e24e1d16902b|https://www.nissan.co.th/en/vehicles/kicks-epower|VERIFIED|hermes-agent|Official price from Nissan Thailand: 789,900 THB
8e123736-a3f4-4da1-8c40-5f16bf11ff86|https://www.nissan.co.th/en/vehicles/xtrail-epower|VERIFIED|hermes-agent|Official price from Nissan Thailand: 1,699,000 THB
6adbbd09-b693-408c-947d-684f03ac6ef1|https://www.nissan.co.th/en/vehicles/new-terra|VERIFIED|hermes-agent|Official price from Nissan Thailand: 1,199,000 THB
cec0cd8e-09f5-4d42-b0ce-72f80b0e8f0c|https://www.nissan.co.th/en/vehicles/navara|VERIFIED|hermes-agent|Official price from Nissan Thailand: 606,000 THB
10faf772-cd9e-44bc-bfcf-4dfc7c96d943|https://www.mgcars.com/th_th/cars/mg-extender|VERIFIED|hermes-agent|Official price from MG Thailand: 649,000 THB
5f222748-3ea4-442b-9b4d-af3e2b7426c5|https://www.mgcars.com/th_th/cars/mg-s5-ev-plus|VERIFIED|hermes-agent|Official price from MG Thailand: 749,900 THB
29aca3f2-7c04-4e5e-9a07-902af577a1ed|https://www.nissan.co.th/en/vehicles/new-vehicles/march.html|VERIFIED|html-extraction|Nissan March E 420,000 THB
4025a3b8-3eaa-4e43-9cb1-f7d9f7459524|https://www.nissan.co.th/en/vehicles/new-vehicles/livina.html|VERIFIED|html-extraction|Nissan Livina E 667,000 THB
7968ac3e-7821-4cbd-9077-4df924e43cea|https://www.nissan.co.th/en/vehicles/new-vehicles/serena.html|VERIFIED|html-extraction|Nissan Serena V 1,339,000 THB
8a138fe7-c83a-43b1-9fce-351293d497bd|https://www.nissan.co.th/en/vehicles/new-vehicles/leaf.html|VERIFIED|html-extraction|Nissan Leaf EV 1,590,000 THB
dba6e49f-0ab5-4680-9cbe-64607b41e3b5|https://www.honda.co.th/civic|VERIFIED|hermes-agent|Official price from Honda Thailand: 949,000 THB
8b5193e1-617e-4258-9292-93a26d339875|https://www.honda.co.th/hrvehev|VERIFIED|hermes-agent|Official price from Honda Thailand: 959,000 THB
d1395ed6-5b08-4373-9ae6-818fdc641a2a|https://www.mazda.co.th/en/cars/cx-80|VERIFIED|playwright-extraction|Real price from official Mazda Thailand website
b56095a0-7355-4835-9c01-be8bcd57ac15|https://www.mazda.co.th/en/cars/cx-3|VERIFIED|playwright-extraction|Real price from official Mazda Thailand website
