ae544b73-9f31-43ae-971d-2c93500c41a4|BYD|ATTO 2|Dynamic|70.00|180.00|||250.00|secondary_automotive_media|https://www.9carthai.com/byd-price/|2026-09-18 08:45:44.254
eb7c0f25-30a8-47ff-a8eb-cec45d017cbf|BYD|ATTO 3|Standard Range|150.00|310.00||||secondary_automotive_media|https://www.9carthai.com/byd-price/|2026-09-18 08:28:06.962
c89b79e4-086c-4a1f-a185-f2811b3a4d32|BYD|Dolphin|Dynamic|70.00|180.00|||340.00|secondary_automotive_media|https://www.9carthai.com/byd-price/|2026-09-18 08:45:44.254
8ca08a42-59ae-4a74-a436-a670b2b4ca95|BYD|Seal|Dynamic RWD|230.00|360.00||||secondary_automotive_media|https://www.9carthai.com/byd-price/|2026-09-18 08:28:06.962
b5701e63-7723-45d4-b146-fc621a91d2f0|Honda|Accord|e:HEV|152.20|335.00||||secondary_automotive_media|https://www.headlightmag.com/official-price-honda-accord-2026/|2026-09-18 08:28:06.962
bf5c422e-2ba0-45d2-aa8b-52d6b342c283|Honda|City|e:HEV|80.20|253.00||||secondary_automotive_media|https://www.headlightmag.com/official-price-honda-city-big-minorchange-2026/|2026-09-18 08:28:06.962
86c57cbf-efbb-43cd-9186-74b91f3ff188|Honda|Civic|e:HEV|103.70|287.00||||secondary_automotive_media|https://www.headlightmag.com/official-price-honda-civic-ehev-2026-s-plus-shift/|2026-09-18 08:28:06.962
277a23b7-e3d1-49c3-8177-03dcca8174b5|Honda|Civic Type R|Turbo|241.80|420.00||||secondary_automotive_media|https://www.headlightmag.com/official-price-honda-super-one/|2026-09-18 08:45:44.254
d4a419de-2454-4787-8172-83b3f73e9931|Honda|CR-V|e:HEV|135.30|335.00||||secondary_automotive_media|https://www.headlightmag.com/official-price-honda-city-big-minorchange-2026/|2026-09-18 08:28:06.962
44708b79-822a-4bd2-9b10-2b21d3cbfa40|Honda|e:N2|EV|150.00|310.00||||secondary_automotive_media|https://www.headlightmag.com/official-price-honda-en2/|2026-09-18 08:45:44.254
54a04ad1-01af-42ed-9d54-0a9b5ba62cb9|Honda|HR-V|e:HEV|96.30|253.00||||secondary_automotive_media|https://www.headlightmag.com/official-price-honda-city-big-minorchange-2026/|2026-09-18 08:28:06.962
347e5279-3a5d-4d49-b41f-96ffca74b248|Honda|Super-ONE|EV|150.00|310.00||||secondary_automotive_media|https://www.headlightmag.com/official-price-honda-super-one/|2026-09-18 08:45:44.254
0f3c647f-2cde-4b02-b397-560f0d2c91a8|MG|CYBERSTER|EV|400.00|650.00||||secondary_automotive_media|https://www.9carthai.com/mg-price/|2026-09-18 08:45:44.254
1286b1a4-d1f1-4e87-a33a-2f1727931b07|MG|HS PHEV|Premium|211.00|480.00|||65.00|secondary_automotive_media|https://www.9carthai.com/mg-price/|2026-09-18 08:45:44.254
eaad5e02-1203-427c-976a-b71e5550b271|MG|IM5|EV|170.00|350.00|||410.00|secondary_automotive_media|https://www.headlightmag.com/official-price-mg-im-5-long-range-rwd/|2026-09-18 08:28:06.962
d7a755c2-7502-4148-b337-ec93710368c5|MG|MG4|Standard|125.00|250.00|||350.00|secondary_automotive_media|https://www.headlightmag.com/official-price-mg4-my2026-2/|2026-09-18 08:28:06.962
2ac0e57e-0314-4ccd-a40a-a53673a61398|MG|S5 EV PLUS|EV PLUS|130.00|280.00|||420.00|secondary_automotive_media|https://www.headlightmag.com/official-price-mg-urban-2026/|2026-09-18 08:28:06.962
34bde26f-1bfd-4769-8b7a-5409522cd763|Toyota|Camry|2.0 Smart|137.00|221.00||||primary_official|https://www.toyota.co.th/en/model/api/car/?series_code=camry|2026-09-19 13:57:49.714
8ca13079-ab3e-4186-8db1-4eedf075c820|Toyota|Camry|HEV|165.40|221.00||||secondary_automotive_media|https://www.9carthai.com/toyota-price/|2026-09-18 08:45:44.254
f4dc400c-2846-40eb-a416-db47babab4f4|Toyota|Camry|2.5 Hybrid Premium|137.00|221.00||||primary_official|https://www.toyota.co.th/en/model/api/car/?series_code=camry|2026-09-19 13:57:49.714
63ec0231-2d06-49fe-8ef1-ce040001d920|Toyota|Camry|2.5 Premium|137.00|221.00||||primary_official|https://www.toyota.co.th/en/model/api/car/?series_code=camry|2026-09-19 13:57:49.714
4d6b52b6-9215-4dd0-bf8a-6a5d639aaf9d|Toyota|Fortuner|2.4 LEGENDER|150.00|500.00||||primary_official|https://www.toyota.co.th/en/model/api/car/?series_code=fortuner_legender|2026-09-19 13:58:40.194
e1f3f198-6845-410e-9e79-ea53b249a06c|Toyota|Fortuner|2.4 G|150.00|500.00||||primary_official|https://www.toyota.co.th/en/model/api/car/?series_code=fortuner_legender|2026-09-19 13:58:40.194
